Datum (MEZ),Laufwasser,Biomasse,Braunkohle,Steinkohle,Öl,Erdgas,Geothermie,Speicherwasser,Pumpspeicher,Andere,Müll,Wind Offshore,Wind Onshore,Solar,Last
,Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW),Leistung (MW)
2024-01-01T00:00+01:00,2223.2,4180.6,3314,1566,398.4,2680.2,22.9,86.4,791.4,152.4,837.2,5838.9,29367,2.4,40592.6
2024-01-01T00:15+01:00,2222.3,4182.8,3436.9,1572.5,397.6,2516.8,22.8,99.7,430.3,152.4,844,5747.9,29028,2.4,40301.1
2024-01-01T00:30+01:00,2218.7,4185.5,3340.2,1567,397.8,2516.7,22.9,90,470.4,152.4,836,5618.1,29035.8,1.6,40171.7
2024-01-01T00:45+01:00,2216.7,4187.7,3318.9,1577.4,398.4,2496.4,22.8,82.6,358.3,152.4,813.6,5512,29440.9,1.7,39615
2024-01-01T01:00+01:00,2216.1,4166.3,3322.8,1572.5,398,2504.5,22.6,82.8,505.9,152.4,813.2,5463.9,29501.6,2.4,39336.8
2024-01-01T01:15+01:00,2216.4,4161.6,3339.5,1569.1,398.1,2489.5,22.6,104.5,426.1,152.4,803.2,5342.8,29361.9,1.7,38991.1
2024-01-01T01:30+01:00,2219.3,4152.3,3348.9,1558.3,397.7,2493.9,22.4,87.3,405.1,152.3,813.3,5282.2,29110.8,1.7,38615.8
2024-01-01T01:45+01:00,2222,4148.6,3323.1,1562.2,397.7,2463.8,22.3,84.1,404.3,152.3,818,5294,29366.3,1.7,38328.8
2024-01-01T02:00+01:00,2223.6,4144.5,3332.3,1548.2,398.1,2503.7,22.1,138.9,472.9,152.4,804.9,5360.1,29388.6,2.4,38408
2024-01-01T02:15+01:00,2229.2,4153.2,3330.2,1544.6,398.4,2516.4,22.2,90,407.9,152.3,800.4,5344.3,29291.6,1.6,38034.7
2024-01-01T02:30+01:00,2231.1,4137.3,3342.1,1541.7,398,2523.7,22.2,82.8,405.1,152.4,798.6,5185.6,29313.4,1.7,37661.8
2024-01-01T02:45+01:00,2232.8,4136.7,3333.6,1540.9,397.6,2511.2,22.3,82,404,152.3,801.8,4864.3,29271.8,1.6,37285.7
2024-01-01T03:00+01:00,2228.8,4116.6,3354.8,1539.4,398.3,2532.4,22.3,129.8,396.9,152.3,803.3,4606.5,29150.7,2.3,37307.9
2024-01-01T03:15+01:00,2226.7,4116.9,3365.8,1535.8,397.5,2530.2,22.3,106.1,331.9,152.3,811.5,4582.5,28859.8,1.6,37113.3
2024-01-01T03:30+01:00,2223.5,4120.6,3342.6,1531.8,397.4,2538.4,22.3,98.7,332.4,152.6,821.6,4763,28673.7,2.4,37040.6
2024-01-01T03:45+01:00,2220.8,4126.4,3351.3,1530.8,398.4,2535.9,22.3,85.6,302.6,152.4,829.6,4744.4,28755.9,1.6,37031.1
2024-01-01T04:00+01:00,2215.7,4118.9,3353.9,1541.9,398.1,2534.7,22.2,126.8,172.5,152.3,810.4,4579,28736.3,1.6,36984.6
2024-01-01T04:15+01:00,2211.9,4123.9,3357.5,1546.9,398.4,2529.4,22.1,127.6,181.9,152.2,797.8,4443,29213.9,1.7,36618.9
2024-01-01T04:30+01:00,2212.1,4123.3,3353.7,1549.7,398.1,2505.9,21.9,137,195.2,152.3,797.5,4385.2,29085.3,1.6,36612.8
2024-01-01T04:45+01:00,2210.2,4133.6,3352.2,1550.5,397.4,2502.9,21.7,131.8,194.3,152.5,806.3,4350.2,28780.4,1.6,36797.8
2024-01-01T05:00+01:00,2208.8,4148.5,3359.3,1542.8,398.4,2532.3,21.3,126.5,167.3,152.4,804.5,4561.1,28763.6,1.6,37366.9
2024-01-01T05:15+01:00,2206.8,4159.1,3356.3,1549.1,398,2542.3,21.4,126.7,166.7,152.4,805.9,4729.1,28817,1.6,37147.2
2024-01-01T05:30+01:00,2203.1,4163.6,3348.3,1549.8,397.9,2553.3,21.4,143.3,209.1,152.5,808.3,4664.6,28990.1,2.2,37002
2024-01-01T05:45+01:00,2201.6,4179.8,3374.5,1542.7,398.4,2561.7,21.3,137.2,210.9,152.3,784.4,4543.9,28912.8,2.3,36689.5
2024-01-01T06:00+01:00,2199,4200.5,3384.7,1550.7,397.8,2547.9,21.1,84.6,151.1,152.4,805.9,4491.3,29035.9,1.5,36592.6
2024-01-01T06:15+01:00,2195.9,4206.5,3386.9,1545.8,397.7,2541.4,20.6,83.1,149.5,152.2,803.6,4407.2,28904.8,1.7,36780
2024-01-01T06:30+01:00,2193.3,4207.9,3405.1,1545.9,397.6,2521.2,20.9,74.5,167.6,152.2,808.3,4198.5,28568.3,1.9,36707.9
2024-01-01T06:45+01:00,2191.8,4214.6,3404.3,1554.5,397.8,2536.6,21.1,111.7,152.4,152.3,802.7,4045.3,28706.9,2.5,36821.2
2024-01-01T07:00+01:00,2189.4,4253.7,3407.1,1561.4,397.9,2528.2,21.2,97.2,153.4,152.2,802.7,3958.9,28965.1,1.7,37000.4
2024-01-01T07:15+01:00,2185.3,4281.9,3381.7,1563.8,398.1,2517.1,21.1,70.5,178.9,152.2,806.5,3947.6,29247.6,2.6,37292.8
2024-01-01T07:30+01:00,2182.3,4298.7,3372.9,1558.8,397.9,2524.7,21.1,73.3,155.4,152.3,805.3,3863.9,29718.1,2.7,37479.1
2024-01-01T07:45+01:00,2180.6,4320.2,3361.7,1556.3,397.6,2513.5,21,91.1,151.5,152.3,792.2,3817.8,29905.3,3.1,37511.8
2024-01-01T08:00+01:00,2180.7,4359.8,3366.4,1556.7,398.4,2524.4,21,70.9,13.8,152.3,811.1,3926.6,30271.9,8.1,37688.2
2024-01-01T08:15+01:00,2180.7,4381.4,3393,1555.2,398.4,2531,21.1,105.5,68.3,152.2,822.4,3855.2,30330,96.1,37748.9
2024-01-01T08:30+01:00,2183.1,4386.1,3384.3,1546,397.4,2514.9,21.2,95.5,4.2,152.3,807.5,3846.1,30398.1,522.5,38167.1
2024-01-01T08:45+01:00,2186.4,4386.7,3369.6,1538.9,397.7,2520.8,21.2,93.7,21.7,152.2,812.5,3797.8,30380.7,1160.6,38333.2
2024-01-01T09:00+01:00,2200.5,4388.9,3385.6,1534.4,398.2,2490.2,21.3,88,150.3,152.2,774.3,3408.8,30517.3,1955.4,39273
2024-01-01T09:15+01:00,2209.5,4382.7,3386.9,1529.4,397.8,2494.9,21.2,88.9,149.1,152.3,789.9,3132.4,30494.4,2810.3,39720.7
2024-01-01T09:30+01:00,2213.1,4384.2,3359.1,1533.2,397.5,2494.9,21,88.5,149.1,152.2,808.3,3110.8,30427.2,3587.5,40187
2024-01-01T09:45+01:00,2220.7,4375,3367.6,1535.6,397.3,2489.6,21,87.1,150.5,152.2,807.2,3274.2,30351.2,4386.3,40626.6
2024-01-01T10:00+01:00,2222.2,4330.3,3413.2,1546.5,398,2501,21,87.5,68.4,152.3,808.2,3164.2,30135.2,5249.5,41318.7
2024-01-01T10:15+01:00,2224.3,4324.2,3480.1,1564.2,397.7,2504.7,21,57.9,63.9,152.2,810.6,3401.2,30111.5,6055.2,41979.9
2024-01-01T10:30+01:00,2231.8,4318.8,3465.1,1583.5,397.9,2510,20.8,62.7,62.9,152.3,808.7,3667.6,30241,6724.4,42607.9
2024-01-01T10:45+01:00,2239.7,4327.5,3433.9,1584.7,398.3,2499.2,20.8,69,64,152.2,816.8,3647.3,29959.9,7183.4,43330.1
2024-01-01T11:00+01:00,2237.7,4290.7,3359.6,1599.2,397.8,2458.3,20.8,101.4,119.7,152.3,812.8,3491,29924.7,7633.3,44046.5
2024-01-01T11:15+01:00,2242,4293.3,3346.5,1597,398.4,2470.6,20.7,88.9,64.3,152.2,813.9,3499.2,29870.3,7859.1,44575.3
2024-01-01T11:30+01:00,2240.2,4284.7,3342.2,1595.1,397.5,2442,20.6,88.2,62.9,152.2,811.8,3638.5,30005.5,7923,45221.7
2024-01-01T11:45+01:00,2241,4292.1,3357.1,1596.1,397.3,2451.6,20.6,60.5,150.6,152.2,815.3,3664.9,30520.7,7790.6,45472.6
2024-01-01T12:00+01:00,2199.8,4244.4,3346.3,1612.1,398.4,2482.1,20.7,85.8,157.7,152.2,809.3,3357.8,30402.1,7682.6,45721.1
2024-01-01T12:15+01:00,2177.4,4241.5,3347,1611.9,398.4,2505.2,20.7,89.1,87.8,152.1,805.8,3212.9,30294,7593.7,45795.3
2024-01-01T12:30+01:00,2172.1,4246.1,3350.8,1612.5,398.4,2477.6,20.8,81,86.3,152.1,809.8,3316.9,30316.7,7375.7,45993.8
2024-01-01T12:45+01:00,2162.4,4238.8,3353.6,1615,398.4,2476.5,20.7,79.1,205.5,152.2,817.7,3296.2,30112,7076.2,45786.3
2024-01-01T13:00+01:00,2167.4,4228.4,3344.4,1615.4,398.8,2454.8,20.5,85.6,157.2,152.2,808,3329.8,29760.9,6795.1,45413.9
2024-01-01T13:15+01:00,2181.6,4232,3346.6,1622.3,398.7,2435.5,20.5,74.9,128.4,152.1,803.2,3296.2,29367.9,6516.5,45250.9
2024-01-01T13:30+01:00,2199.8,4218.5,3345.2,1617,398.4,2427.3,20.6,83,0.5,152.2,806.2,3284.7,29296.3,6117.5,45222
2024-01-01T13:45+01:00,2200.1,4221.7,3410.5,1607.4,398.4,2424.1,20.7,35.6,37.1,152.2,812.3,3202.6,29395.7,5654.6,45120.3
2024-01-01T14:00+01:00,2178.9,4229.2,3494.5,1613.9,398.4,2454.6,20.8,27.4,31.9,152.2,807.9,3155.3,28567.5,5181.3,45197.8
2024-01-01T14:15+01:00,2167.7,4242.2,3535.1,1620.8,398.4,2469.5,20.8,40.8,160.9,152.2,800.5,3161.7,28606,4594,44891.9
2024-01-01T14:30+01:00,2167.7,4264.5,3546.1,1619.6,398.4,2479.3,20.7,44.1,349.8,152.3,795.7,3352.4,28092.4,3914.5,44815.8
2024-01-01T14:45+01:00,2167.4,4281.6,3531.9,1613.8,397.9,2507.5,20.7,62.4,1917.1,152.4,798.1,3548.1,27945.6,3189.5,44711.8
2024-01-01T15:00+01:00,2163.3,4312.5,3497.1,1634.7,397.7,2541.3,20.7,30.7,369.7,152.5,791.7,3588.4,27584.5,2424.5,45010.1
2024-01-01T15:15+01:00,2160.7,4319.2,3510.4,1642.9,398.4,2566.7,20.8,55.7,1072.3,152.2,785.7,3852.2,27193.9,1720.7,45217.1
2024-01-01T15:30+01:00,2163.7,4336.1,3511.7,1645.8,398.4,2583.6,20.8,69.4,2088.8,152.1,766.7,3796.9,26697.1,1102.5,44836.4
2024-01-01T15:45+01:00,2165,4360.4,3503,1680.9,398.4,2591.4,20.8,80.3,2491.8,158.3,786.5,4001.9,26654.4,616.8,44745.6
2024-01-01T16:00+01:00,2162,4431.3,3484.1,1728.3,398.4,2980.6,20.8,30,488.2,171,799.2,4118.2,26786.5,267.7,45616.2
2024-01-01T16:15+01:00,2160.2,4472.1,3488.3,1731.3,398,3031.4,20.8,43,1265.8,170.9,794.6,4173.7,27065.2,70.9,46083.4
2024-01-01T16:30+01:00,2157.5,4492.8,3489.1,1744,398.1,3052,20.8,45.9,2656.1,171.1,809.6,4281.8,26920.3,11.3,47286.4
2024-01-01T16:45+01:00,2154.4,4519.3,3596.4,1767.2,398,3113.6,20.9,45.4,3477.7,171.1,813.8,4347.7,27448.1,3.1,48539.7
2024-01-01T17:00+01:00,2151.2,4568.1,3627.3,1822.9,398.4,3242.8,20.9,26,2345,182.3,813.9,4456.9,27844.8,2.9,49669.1
2024-01-01T17:15+01:00,2147.2,4556.5,3636.5,1842.5,398,3296.6,21.1,44.7,3180,191.6,795.1,4411.9,27892,2.8,50122.4
2024-01-01T17:30+01:00,2146.1,4582.7,3630.5,1847.5,397.9,3312.8,21.1,46.1,3317,191.7,795.6,4339.8,27972,3.3,50137.2
2024-01-01T17:45+01:00,2146.8,4603,3700,1854.6,398.4,3325.3,20.9,46.2,3644.5,190.2,792.9,4583.1,27529.1,3,50553.7
2024-01-01T18:00+01:00,2145.9,4601.1,3661.7,1882.4,398.4,3316,20.8,46.3,4497.8,177,811.1,4674.5,27552.5,2.8,50683.1
2024-01-01T18:15+01:00,2144,4619.5,3653.7,1884.9,397.8,3290,20.7,46.9,4287.7,176.5,806.7,4524.7,27077.1,2.2,50467.4
2024-01-01T18:30+01:00,2144.1,4627.8,3626.1,1878.9,398.1,3280.5,20.7,47.3,4333,176.6,793.6,4322.9,26711.4,2.7,50106.7
2024-01-01T18:45+01:00,2144.8,4611.8,3631.4,1882.2,398,3309.3,20.8,46.7,4246,176.6,770.6,4425.2,26402.2,2.3,49540.6
2024-01-01T19:00+01:00,2149.8,4603,3625.1,1875.2,398.4,3276.7,20.8,45.9,4218.3,173.7,785.5,4528.5,25920.5,1.9,49552.4
2024-01-01T19:15+01:00,2152.3,4596.5,3688.9,1880.4,398.1,3050.2,20.8,45.5,3327.2,152.9,794.9,4537.9,26014.4,1.7,49269.9
2024-01-01T19:30+01:00,2154.5,4570.7,3723.4,1877.3,398,3035.6,20.9,44.2,2831.7,150.3,796.2,4578.1,26027.8,1.7,49043.8
2024-01-01T19:45+01:00,2156.6,4561.5,3729.6,1864.6,397.9,3007,21,45.6,1991.6,150.2,796.7,4709.9,25563.9,1.7,48607.3
2024-01-01T20:00+01:00,2156.8,4520.8,3726.4,1833.6,398.4,2948.8,21,46.3,1848.8,150.2,807.9,4673.4,25743.6,2.3,48230.6
2024-01-01T20:15+01:00,2154.8,4496,3720.9,1830.6,397.4,2917.5,21.2,45.8,1431,150.3,809,4602.8,25430,1.6,47361
2024-01-01T20:30+01:00,2151.2,4480,3702.3,1823.7,398.1,2896.8,21.2,42.7,734.8,150.3,782,4584.9,24893.1,1.6,46713.9
2024-01-01T20:45+01:00,2150.9,4486.2,3637.2,1822.5,397.7,2888.7,21.2,42.6,667.1,150.3,793.9,4693.6,24588.6,1.6,45980.7
2024-01-01T21:00+01:00,2152.9,4437.9,3604.4,1813.9,398.1,2965.7,21.3,46.1,1087.8,150.4,809.8,4697.2,24221.3,2.4,45991.6
2024-01-01T21:15+01:00,2158.3,4435.7,3555.7,1773.4,397.9,2931.2,21.3,45.1,878.2,150.4,829.2,4739.8,23643.8,1.7,45389.7
2024-01-01T21:30+01:00,2157.7,4420.2,3564.4,1767.7,398.2,2928.8,21.4,43.3,624.3,150.4,823.7,4642.1,23357,2.3,44823.9
2024-01-01T21:45+01:00,2160.2,4411.4,3569.7,1766,398,2912.7,21.6,81.8,329.2,150.4,828.6,4537.8,23000.5,1.7,44390.2
2024-01-01T22:00+01:00,2159.2,4350.7,3598.6,1736.3,398.4,2821.3,22.1,53.5,908.4,150.6,823.3,4696.1,22670,2,44576.2
2024-01-01T22:15+01:00,2157.1,4335.6,3594,1733.5,398.4,2852.9,22.4,83.7,618.2,150.7,803.4,4768.6,22570.2,1.6,43967.7
2024-01-01T22:30+01:00,2151.8,4322.3,3614.6,1612.1,398.2,2844,22.5,90.5,285,150.6,844.4,4587.4,22172.3,1.6,43381.4
2024-01-01T22:45+01:00,2150.5,4321.3,3580.7,1598.4,397.9,2838.7,22.5,97.2,586.5,150.6,849,4186.9,21888.6,1.7,42731.7
2024-01-01T23:00+01:00,2154.5,4277.6,3570.8,1565,398.4,2842.1,22.7,60.2,561,150.6,858.3,3922.8,21657.9,2.4,42101.3
2024-01-01T23:15+01:00,2156.3,4263.2,3563.3,1568.5,398.4,2862,22.9,57.1,570,150.7,849.8,3741.3,21203.6,2.1,41382.3
2024-01-01T23:30+01:00,2157.9,4247.5,3564.6,1563.9,398.4,2802,23,56.6,160.1,150.7,825.5,3742.7,21175.8,1.8,40794.7
2024-01-01T23:45+01:00,2156.6,4230.7,3501.6,1561.6,398.4,2783.6,23,57.3,148.8,150.9,856.6,3483.7,20765.3,1.8,39951.2
2024-01-02T00:00+01:00,2150.4,4177.7,3455.5,1508.1,393.8,2942.2,23.1,49.8,250.5,151.1,853.5,3494.1,20367.9,2.4,39286.7
2024-01-02T00:15+01:00,2149.3,4175.1,3416.7,1490.6,393.8,2744.1,23.2,55.5,174.5,151.1,843.9,3582,20144.6,2.5,38599.9
2024-01-02T00:30+01:00,2147.8,4164.7,3439.8,1490.1,393.3,2739.7,23.3,64.1,40.3,151,837.7,3640.8,19915.6,1.7,38094.3
2024-01-02T00:45+01:00,2147.4,4159.9,3415.8,1488.1,393.8,2749.4,23.2,78.2,36.3,151,841.4,3760.2,19752.4,1.7,37578.7
2024-01-02T01:00+01:00,2150.9,4142.4,3445.3,1493.3,393.8,2744.1,23.1,66,0.5,151,840.7,3762.5,19658.1,1.7,37287.3
2024-01-02T01:15+01:00,2152.8,4135.6,3424.1,1486.2,393.8,2714.9,23.1,59.5,32.1,150.9,843.8,3770.3,19361.1,1.7,37005.1
2024-01-02T01:30+01:00,2153.7,4126.9,3417.6,1488.3,393.8,2713.6,23.2,73.1,2.8,151,843.5,3773.8,18945,1.7,36956.2
2024-01-02T01:45+01:00,2151.3,4129.8,3448.1,1488.2,393.8,2731,23.2,81.9,119.3,150.9,835.6,3749.1,18642,1.7,37063.7
2024-01-02T02:00+01:00,2145.8,4122.3,3412.9,1481.9,393.8,2768.4,23.2,124.6,206.5,151,829.4,3784.7,18774.1,2.4,37432.8
2024-01-02T02:15+01:00,2142.3,4122,3399.8,1488.9,393.8,2769.8,23.2,77.9,179.8,151,841.7,3658.6,18950.1,1.6,36996.4
2024-01-02T02:30+01:00,2138.7,4120.4,3406.9,1480.1,393.1,2790.8,23.2,76.7,178.6,150.9,840.2,3677.6,19236.4,1.7,36938.8
2024-01-02T02:45+01:00,2135.3,4119.3,3399.6,1592,393.2,2818.6,23.2,52.5,77.4,150.9,830.2,3661.6,19554.1,2.6,36799.4
2024-01-02T03:00+01:00,2136.7,4130.8,3407.6,1605.7,393.1,2833.9,23.1,33.5,25.5,151,828.8,3676.3,19988.2,2.5,36951.1
2024-01-02T03:15+01:00,2138,4131.8,3405.9,1510.3,393.8,2853.6,22.9,27.1,5.3,151.2,824.5,3977.8,20473.2,2.5,37015.3
2024-01-02T03:30+01:00,2140.1,4133.1,3406.7,1615.3,393.5,2871.3,22.7,30.7,0.1,151,814.1,4131,20778.6,1.7,37421.2
2024-01-02T03:45+01:00,2135.5,4128.8,3383,1615.1,392.5,2887.4,22.6,31.8,1.3,150.9,820.4,4286.6,21076,1.7,38046.3
2024-01-02T04:00+01:00,2131.1,4131,3394.8,1614,393.4,2918.2,22.7,39.4,76.6,151.1,809.2,4560.3,21402.5,1.7,38821.8
2024-01-02T04:15+01:00,2130.3,4137.7,3406.3,1614.5,393.3,2938.8,22.6,39.4,42.3,150.8,806.7,4753.8,21974.7,1.8,39108.6
2024-01-02T04:30+01:00,2130.5,4146.5,3384,1619,393.7,2965.5,22.6,43.7,41.7,150.7,809.9,4852.3,22302.6,1.8,39632.6
2024-01-02T04:45+01:00,2128.8,4149,3411.8,1628.9,393.8,3007.7,22.6,44.3,53,150.7,823,4941.6,22886.2,1.8,40084.7
2024-01-02T05:00+01:00,2125.3,4158.3,3413.9,1655.9,393.5,3144.5,22.1,44.8,159.7,150.8,813.7,5026.4,23468.5,1.6,41162.7
2024-01-02T05:15+01:00,2124.8,4177.5,3400.2,1667.6,393.6,3217.7,21.9,44.3,150.9,150.7,816.1,5069.3,24364.8,1.6,41606.6
2024-01-02T05:30+01:00,2123.1,4190.1,3379,1667,393.8,3264.5,21.8,44.3,151.8,150.7,816.9,5113.2,25354.2,1.7,42870.7
2024-01-02T05:45+01:00,2121.7,4191.6,3372.2,1679.1,393.8,3366.2,21.6,42.5,313.5,156.5,815.5,5176.1,25965.9,2.6,44174.8
2024-01-02T06:00+01:00,2120.7,4245.2,3370.2,1753.3,393.8,3558.2,21.5,33.6,190.4,172.6,814.6,5209.5,27071.5,1.8,46016.6
2024-01-02T06:15+01:00,2126.4,4283.9,3356.5,1768.7,393.8,3609,21.1,33.6,337.4,172.6,816.8,5191.7,27523.6,1.7,47111.7
2024-01-02T06:30+01:00,2128.4,4304,3350.1,1758.1,393.8,3641.9,21.4,47.2,331,172.6,819.7,5156.3,28149,2.4,48098.1
2024-01-02T06:45+01:00,2128.3,4324.9,3319.7,1752,394,3765.8,21.3,46.6,676.1,172.6,818,5156.5,28501.1,2.5,49677.3
2024-01-02T07:00+01:00,2125.6,4389.6,3295.9,1804.5,393.8,4061.4,21.2,38.4,661.9,172.6,814.1,5170.5,28927.3,1.7,50986.6
2024-01-02T07:15+01:00,2121.4,4405.3,3315.2,1815.4,392.8,4100.6,21.1,61.2,589.4,184.1,812.3,5165,29193.1,1.7,52036.8
2024-01-02T07:30+01:00,2118.4,4416.4,3319.8,1822.9,392.5,4158.9,21,54.6,1087.5,191.3,779.6,5218.1,29708.9,1.7,52993.2
2024-01-02T07:45+01:00,2114.6,4437.7,3315.2,1823.9,393.6,4250.7,21.1,65.6,1692.8,197.1,797.9,5208.6,30040.8,1.7,54242.5
2024-01-02T08:00+01:00,2111.5,4471,3312.8,1881.2,393,4683.3,21.1,56.7,1069.9,216.8,814.7,5186.5,30487.6,2.8,55091.9
2024-01-02T08:15+01:00,2112.3,4501.8,3325.4,1891.8,393.7,4860,20.9,59,1195,217.6,780.8,5178.4,30546.5,11.8,55931.1
2024-01-02T08:30+01:00,2112.9,4513.6,3329.2,1889.9,393.8,4876.9,20.8,55.6,1544.2,217.4,801.4,5167,30871.8,53.5,56292.5
2024-01-02T08:45+01:00,2115.7,4517,3407.6,1896.6,393.8,4889.1,20.8,55,1881.2,217.6,802.8,5171.4,30741.5,137.9,56874.4
2024-01-02T09:00+01:00,2120.1,4522.8,3528.1,1910.4,393.4,5151,20.7,84,2380.3,233.8,806.1,5182.1,30363.3,255.7,57140.5
2024-01-02T09:15+01:00,2119.8,4521.4,3558.3,1915.6,393.9,5251.4,20.7,219.3,2462.1,247.4,814.2,5196.1,30214.1,427.2,57770.6
2024-01-02T09:30+01:00,2125.7,4532.6,3583.5,1920.8,395.5,5295.5,20.5,242,2616.6,268.1,816.4,5192.8,30019.8,616.2,58188.6
2024-01-02T09:45+01:00,2123.9,4551.1,3906.6,1922.6,397.1,5292.6,20.5,104.4,2674.9,269.3,814.4,5179.9,30293.8,815.3,58625.7
2024-01-02T10:00+01:00,2117.9,4519.8,3851.3,1914.2,396.2,5286,20.4,92.3,1542.9,269.4,806.7,5173.5,30412.5,1027.9,58928.8
2024-01-02T10:15+01:00,2124.2,4520.2,3907.3,1918.7,395.9,5307.7,20.3,89.2,1385.2,269.5,800.6,5195.2,29868.8,1229.5,59344.3
2024-01-02T10:30+01:00,2110.2,4535.9,4007.5,1935.4,396.2,5293,20.2,85.7,1491.4,269.4,807.6,5199.6,29517.3,1428.2,59659.3
2024-01-02T10:45+01:00,2104.4,4531.6,4026.1,1942.9,396.9,5310,20.3,85.4,1520.5,269.9,815.5,5175.6,29003.7,1611.3,60105.8
2024-01-02T11:00+01:00,2092.1,4489.1,4235,1930.8,396.1,5338.6,20.2,56.1,961.7,279.9,805.9,4911.5,28808.4,1780.3,60501.5
2024-01-02T11:15+01:00,2101.2,4500.5,4259.8,1935.9,395.9,5332.6,19.9,74.9,1442.9,282.1,782.5,4481.8,28469.4,1966.9,60785.9
2024-01-02T11:30+01:00,2100.7,4506.7,4354.1,1958.9,396,5336.2,19.9,86.5,2201.3,282.1,741.2,4122,28047.2,2125.3,61232.9
2024-01-02T11:45+01:00,2099.3,4509.6,4482.7,1964.2,396.3,5337.5,20.2,90.5,2559.7,282.1,726.5,3900.2,27424.1,2275.1,61197.5
2024-01-02T12:00+01:00,2099.5,4460.6,4664.6,1947.2,395.9,5388.4,20.1,228.5,2842.8,282.1,763.8,3780.8,27034.3,2437.8,61305.8
2024-01-02T12:15+01:00,2101,4460.3,4732.8,1919.3,395.8,5405.6,19.8,235.2,3003.1,282.1,791.5,3767.4,26974.5,2541,61256.3
2024-01-02T12:30+01:00,2106.1,4455.8,4828.3,1903.8,396.6,5473.2,19.7,235.7,3284,282,805.8,3814,27241.6,2588.6,61308.2
2024-01-02T12:45+01:00,2104.9,4459.5,4730,1956.6,396.8,5511.2,19.7,150.6,3508.4,282,812.9,3861.8,26975.8,2590.7,61208.5
2024-01-02T13:00+01:00,2107.5,4414.8,4607.6,1995.5,396.9,5463.5,19.7,84.3,2683.1,281.9,807.1,3777.1,26594.4,2501.2,61215.5
2024-01-02T13:15+01:00,2109.6,4407.5,4687.9,2011.6,395.3,5430.6,19.6,82.3,2139.2,281.8,801.6,3504.9,26671.2,2374.6,60775.9
2024-01-02T13:30+01:00,2117.3,4409.5,4833.4,2015.6,395.4,5385.9,19.6,87.4,2457.8,281.7,783.4,3155.1,26634.4,2193.6,60477.1
2024-01-02T13:45+01:00,2124.4,4405.9,4859.1,2013.6,396.4,5381.3,19.6,72.7,2401,281.7,783.5,3028,26552.2,1939.9,59959.5
2024-01-02T14:00+01:00,2122.1,4408.7,4880.2,1939,395.3,5440.6,19.6,58.8,3022.7,281.6,786.1,3217,26548.6,1638.9,59647.3
2024-01-02T14:15+01:00,2119.8,4422.9,4965,1931.8,394.5,5436.5,19.6,67.8,3753.5,281.6,804.9,3349.9,26316,1344.6,59829.6
2024-01-02T14:30+01:00,2121.6,4434.9,4962.3,1937.4,394,5398.4,19.5,101.3,4099.1,281.5,807.1,3288.1,26089.5,1092,59819.2
2024-01-02T14:45+01:00,2125,4450.3,4892.2,1932.1,395.3,5423.9,19.4,94,4274.9,281.5,800.2,3337.5,25947.9,847.8,59523.8
2024-01-02T15:00+01:00,2126.1,4469.9,4707.6,1932.7,394.1,5502.6,19.4,73.6,3957.4,281.2,766.3,3303.2,25956.7,608.8,59927.1
2024-01-02T15:15+01:00,2127,4495.6,4549.7,1929.1,395.3,5532.6,19.4,101.5,4274.9,281,771.5,3237.4,25895.3,408.4,60152.6
2024-01-02T15:30+01:00,2128.8,4502.9,4558.2,1926.1,395.3,5561.5,19.4,109.7,4658.9,281.1,796.2,3222.4,26193.7,240.7,60117
2024-01-02T15:45+01:00,2131.6,4518.3,4549.2,1919.5,394.9,5567.8,19.5,85.2,4585,281,802.7,3244,26791,121,60071
2024-01-02T16:00+01:00,2135,4586.4,4633.6,1924.4,395,5742.9,19.6,64.8,4840.8,281.2,811.4,3379.4,27363.4,46,60720.8
2024-01-02T16:15+01:00,2131.3,4595.1,4671.8,1923.8,395.3,5728.4,19.6,63.3,5217.8,280.9,817.5,3568.4,27797.2,13.5,61111
2024-01-02T16:30+01:00,2135.1,4593.1,4677.2,1927.9,395.3,5703.1,19.5,81.5,5241.5,281.2,779.1,3796.9,28309.3,3.8,61712.4
2024-01-02T16:45+01:00,2135.6,4625.3,4629.3,1930.2,396.4,5744.1,19.6,74,5193.2,281.1,790.4,4194.1,28651.4,3.5,62164.1
2024-01-02T17:00+01:00,2134.2,4641.5,4571.5,1946.3,395.3,5705.8,19.7,62.1,4529.7,281.3,824.1,4597.8,29258.6,3.9,62869.5
2024-01-02T17:15+01:00,2135.7,4650,4455.6,1945.7,395.5,5715.6,19.7,101.7,4086.4,281.2,821.9,4927.4,29911.2,2.3,63139.5
2024-01-02T17:30+01:00,2131.6,4653,4456.5,1950.2,396.2,5726.4,19.7,97.2,3854.3,281,806.4,5229.3,30377.2,2.3,63581.7
2024-01-02T17:45+01:00,2127.4,4648.9,4527.3,1953.9,395.3,5726.1,19.7,60.6,3087.4,280.9,814.4,5481.9,30792.6,2.1,63917.4
2024-01-02T18:00+01:00,2126.4,4652.5,4692.9,1944.8,395.3,5643.6,19.7,85.8,3512.8,280.7,830.7,5782.7,31303.5,2,63482.3
