Author,Year,User Rating,Reviews,Name,Price,Genre
Jennifer Smith,2018,4.4,7396,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,13.0,Non Fiction
Jennifer Smith,2019,4.4,7396,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,13.0,Non Fiction
Jill Twiss,2018,4.9,11881,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",13.0,Fiction
Jim Collins,2009,4.5,3457,Good to Great: Why Some Companies Make the Leap and Others Don't,14.0,Non Fiction
Jim Collins,2010,4.5,3457,Good to Great: Why Some Companies Make the Leap and Others Don't,14.0,Non Fiction
Jim Collins,2011,4.5,3457,Good to Great: Why Some Companies Make the Leap and Others Don't,14.0,Non Fiction
Jim Collins,2012,4.5,3457,Good to Great: Why Some Companies Make the Leap and Others Don't,14.0,Non Fiction
Joanna Gaines,2018,4.8,3776,Homebody: A Guide to Creating Spaces You Never Want to Leave,22.0,Non Fiction
Joanna Gaines,2018,4.8,9867,Magnolia Table: A Collection of Recipes for Gathering,16.0,Non Fiction
Joel Fuhrman MD,2011,4.5,6346,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",9.0,Non Fiction
Joel Fuhrman MD,2012,4.5,6346,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",9.0,Non Fiction
Johanna Basford,2015,4.7,5413,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",9.0,Non Fiction
Johanna Basford,2015,4.7,9366,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",9.0,Non Fiction
John Green,2012,4.7,50482,The Fault in Our Stars,13.0,Fiction
John Green,2013,4.7,50482,The Fault in Our Stars,13.0,Fiction
John Green,2014,4.5,8491,Looking for Alaska,7.0,Fiction
John Green,2014,4.7,50482,The Fault in Our Stars,10.0,Fiction
John Grisham,2010,4.3,3523,The Confession: A Novel,13.0,Fiction
John Grisham,2011,4.4,6222,The Litigators,18.0,Fiction
John Grisham,2012,4.3,14493,The Racketeer,18.0,Fiction
John Grisham,2013,4.5,23114,Sycamore Row (Jake Brigance),18.0,Fiction
John Grisham,2019,4.5,13609,The Guardians: A Novel,14.0,Fiction
John Heilemann,2010,4.4,1215,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",9.0,Non Fiction
Jon Meacham,2012,4.5,1904,Thomas Jefferson: The Art of Power,23.0,Non Fiction
Jon Stewart,2010,4.4,440,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,11.0,Non Fiction
Jonathan Cahn,2012,4.6,11098,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,13.0,Fiction
Jordan B. Peterson,2018,4.7,18979,12 Rules for Life: An Antidote to Chaos,15.0,Non Fiction
Julia Child,2009,4.8,2926,"Mastering the Art of French Cooking, Vol. 2",27.0,Non Fiction
Justin Halpern,2010,4.7,1265,Sh*t My Dad Says,11.0,Non Fiction
Kathryn Stockett,2009,4.8,13871,The Help,6.0,Fiction
Kathryn Stockett,2010,4.8,13871,The Help,6.0,Fiction
Kathryn Stockett,2011,4.8,13871,The Help,7.5,Fiction
Keith Richards,2010,4.5,2752,Life,18.0,Non Fiction
Ken Follett,2012,4.5,10760,Winter of the World: Book Two of the Century Trilogy,15.0,Fiction
Kevin Kwan,2018,4.3,6143,Crazy Rich Asians (Crazy Rich Asians Trilogy),8.0,Fiction
Khaled Hosseini,2013,4.3,12159,And the Mountains Echoed,13.0,Fiction
Kristin Hannah,2015,4.8,49288,The Nightingale: A Novel,11.0,Fiction
Kristin Hannah,2016,4.8,49288,The Nightingale: A Novel,11.0,Fiction
Larry Schweikart,2010,4.6,460,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,2.0,Non Fiction
Laura Hillenbrand,2010,4.8,29673,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",16.0,Non Fiction
Laura Hillenbrand,2011,4.8,29673,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",16.0,Non Fiction
Laura Hillenbrand,2012,4.8,29673,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",16.0,Non Fiction
Laura Hillenbrand,2014,4.8,29673,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",14.5,Non Fiction
Laurel Randolph,2017,4.3,7368,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,7.0,Non Fiction
Laurel Randolph,2018,4.3,7368,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,7.0,Non Fiction
Lin-Manuel Miranda,2016,4.9,5867,Hamilton: The Revolution,54.0,Non Fiction
Lysa TerKeurst,2016,4.7,4585,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",9.0,Non Fiction
Lysa TerKeurst,2019,4.8,7062,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,12.0,Non Fiction
M Prefontaine,2019,4.6,7955,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),5.0,Non Fiction
Madeleine L'Engle,2018,4.5,5153,A Wrinkle in Time (Time Quintet),5.0,Fiction
Malcolm Gladwell,2009,4.4,3503,The Tipping Point: How Little Things Can Make a Big Difference,9.0,Non Fiction
Malcolm Gladwell,2009,4.6,10426,Outliers: The Story of Success,20.0,Non Fiction
Malcolm Gladwell,2010,4.6,10426,Outliers: The Story of Success,20.0,Non Fiction
Malcolm Gladwell,2013,4.4,4642,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",13.0,Non Fiction
Margaret Atwood,2017,4.3,29442,The Handmaid's Tale,7.0,Fiction
Margaret Wise Brown,2017,4.8,8837,Goodnight Moon,5.0,Fiction
Margaret Wise Brown,2018,4.8,8837,Goodnight Moon,5.0,Fiction
Margaret Wise Brown,2019,4.8,8837,Goodnight Moon,5.0,Fiction
Marie Kondō,2015,4.5,22641,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,11.0,Non Fiction
Marie Kondō,2016,4.5,22641,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,11.0,Non Fiction
Marie Kondō,2017,4.5,22641,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,11.0,Non Fiction
Marie Kondō,2019,4.5,22641,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,11.0,Non Fiction
Marjorie Sarnat,2015,4.8,3871,Creative Haven Owls Coloring Book (Adult Coloring),5.0,Non Fiction
Marjorie Sarnat,2015,4.8,4022,Creative Haven Creative Cats Coloring Book (Adult Coloring),4.0,Non Fiction
Mark Hyman M.D.,2012,4.2,1789,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",14.0,Non Fiction
Mark Manson,2017,4.6,26490,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,15.0,Non Fiction
Mark Manson,2018,4.6,26490,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,15.0,Non Fiction
Mark Manson,2019,4.6,26490,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,15.0,Non Fiction
Mark Owen,2012,4.6,8093,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,14.0,Non Fiction
Mark R. Levin,2009,4.8,3828,Liberty and Tyranny: A Conservative Manifesto,15.0,Non Fiction
Mark R. Levin,2019,4.9,5956,Unfreedom of the Press,11.0,Non Fiction
Mark Twain,2010,4.2,491,"Autobiography of Mark Twain, Vol. 1",14.0,Non Fiction
Markus Zusak,2013,4.6,23148,The Book Thief,6.0,Fiction
Markus Zusak,2014,4.6,23148,The Book Thief,6.0,Fiction
Marty Noble,2015,4.6,2134,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),5.0,Non Fiction
Mary Ann Shaffer,2009,4.7,8587,The Guernsey Literary and Potato Peel Pie Society,10.0,Fiction
Maurice Sendak,2009,4.8,9967,Where the Wild Things Are,13.0,Fiction
Melissa Hartwig Urban,2015,4.6,7508,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16.0,Non Fiction
Melissa Hartwig Urban,2016,4.6,7508,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16.0,Non Fiction
Melissa Hartwig Urban,2017,4.6,7508,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16.0,Non Fiction
Michael Lewis,2010,4.7,3536,The Big Short: Inside the Doomsday Machine,17.0,Non Fiction
Michael Pollan,2010,4.4,1555,Food Rules: An Eater's Manual,9.0,Non Fiction
Michael Wolff,2018,4.2,13677,Fire and Fury: Inside the Trump White House,6.0,Non Fiction
Michelle Obama,2018,4.8,61133,Becoming,11.0,Non Fiction
Michelle Obama,2019,4.8,61133,Becoming,11.0,Non Fiction
Mike Moreno,2011,4.3,2314,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,22.0,Non Fiction
Mitch Albom,2009,4.8,1930,Have a Little Faith: A True Story,4.0,Non Fiction
Muriel Barbery,2009,4.0,1859,The Elegance of the Hedgehog,11.0,Fiction
Naomi Kleinberg,2018,4.7,10820,P is for Potty! (Sesame Street) (Lift-the-Flap),5.0,Non Fiction
Naomi Kleinberg,2019,4.7,10820,P is for Potty! (Sesame Street) (Lift-the-Flap),5.0,Non Fiction
Nathan W. Pyle,2019,4.9,9382,Strange Planet (Strange Planet Series),6.0,Fiction
National Geographic Kids,2019,4.8,7665,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",12.0,Non Fiction
Neil deGrasse Tyson,2017,4.7,9374,Astrophysics for People in a Hurry,9.0,Non Fiction
Paper Peony Press,2018,4.4,7550,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,6.0,Non Fiction
Patrick Lencioni,2009,4.6,3207,The Five Dysfunctions of a Team: A Leadership Fable,6.0,Non Fiction
Patrick Lencioni,2010,4.6,3207,The Five Dysfunctions of a Team: A Leadership Fable,6.0,Non Fiction
Patrick Lencioni,2011,4.6,3207,The Five Dysfunctions of a Team: A Leadership Fable,6.0,Non Fiction
Patrick Lencioni,2012,4.6,3207,The Five Dysfunctions of a Team: A Leadership Fable,6.0,Non Fiction
Patrick Lencioni,2013,4.6,3207,The Five Dysfunctions of a Team: A Leadership Fable,6.0,Non Fiction
Patrick Thorpe,2013,4.9,5396,The Legend of Zelda: Hyrule Historia,20.0,Fiction
Paul Kalanithi,2016,4.8,13779,When Breath Becomes Air,14.0,Non Fiction
Paula Hawkins,2015,4.1,79446,The Girl on the Train,18.0,Fiction
Paula Hawkins,2016,4.1,79446,The Girl on the Train,7.0,Fiction
Paula McLain,2011,4.3,3759,The Paris Wife: A Novel,16.0,Fiction
Paulo Coelho,2014,4.7,35799,The Alchemist,39.0,Fiction
Pete Souza,2017,4.9,3192,Obama: An Intimate Portrait,22.0,Non Fiction
Peter A. Lillback,2010,4.5,408,George Washington's Sacred Fire,20.0,Non Fiction
Phil Robertson,2013,4.8,4148,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",11.0,Non Fiction
Pierre Dukan,2011,4.1,2023,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",15.0,Non Fiction
Pretty Simple Press,2019,4.6,10141,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,6.0,Non Fiction
R. J. Palacio,2013,4.8,21625,Wonder,9.0,Fiction
R. J. Palacio,2014,4.8,21625,Wonder,9.0,Fiction
R. J. Palacio,2015,4.8,21625,Wonder,9.0,Fiction
R. J. Palacio,2016,4.8,21625,Wonder,9.0,Fiction
R. J. Palacio,2017,4.8,21625,Wonder,9.0,Fiction
Rachel Hollis,2018,4.6,22288,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",12.0,Non Fiction
Rachel Hollis,2019,4.6,7660,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",12.0,Non Fiction
Rachel Hollis,2019,4.6,22288,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",12.0,Non Fiction
Raina Telgemeier,2019,4.8,5476,Guts,7.0,Non Fiction
Randall Munroe,2014,4.7,9292,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,17.0,Non Fiction
Randy Pausch,2009,4.7,4028,The Last Lecture,9.0,Non Fiction
Ray Bradbury,2016,4.6,10721,Fahrenheit 451,8.0,Fiction
Ray Bradbury,2018,4.6,10721,Fahrenheit 451,8.0,Fiction
Rebecca Skloot,2010,4.7,9289,The Immortal Life of Henrietta Lacks,13.0,Non Fiction
Rebecca Skloot,2011,4.7,9289,The Immortal Life of Henrietta Lacks,9.0,Non Fiction
Rebecca Skloot,2012,4.7,9289,The Immortal Life of Henrietta Lacks,9.0,Non Fiction
Ree Drummond,2012,4.8,2876,The Pioneer Woman Cooks: Food from My Frontier,21.0,Non Fiction
Ree Drummond,2013,4.8,2663,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",17.0,Non Fiction
Ree Drummond,2015,4.8,3428,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",14.0,Non Fiction
Rick Riordan,2009,4.8,4628,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",7.0,Fiction
Rick Riordan,2010,4.6,2186,"The Red Pyramid (The Kane Chronicles, Book 1)",12.0,Fiction
Rick Riordan,2010,4.8,548,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),2.0,Fiction
Rick Riordan,2010,4.8,4506,"The Lost Hero (Heroes of Olympus, Book 1)",14.0,Fiction
Rick Riordan,2010,4.8,4628,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",7.0,Fiction
Rick Riordan,2011,4.7,1463,"The Throne of Fire (The Kane Chronicles, Book 2)",10.0,Fiction
Rick Riordan,2011,4.8,4290,"The Son of Neptune (Heroes of Olympus, Book 2)",10.0,Fiction
Rick Riordan,2012,4.8,2091,"The Serpent's Shadow (The Kane Chronicles, Book 3)",12.0,Fiction
Rick Riordan,2012,4.8,6247,"The Mark of Athena (Heroes of Olympus, Book 3)",10.0,Fiction
Rick Riordan,2013,4.8,6982,"The House of Hades (Heroes of Olympus, Book 4)",14.0,Fiction
Rick Riordan,2014,4.8,6600,The Blood of Olympus (The Heroes of Olympus (5)),11.0,Fiction
Rob Bell,2011,4.2,1649,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",13.0,Non Fiction
Rob Elliott,2013,4.5,3673,Knock-Knock Jokes for Kids,4.0,Non Fiction
Rob Elliott,2013,4.6,6990,Laugh-Out-Loud Jokes for Kids,4.0,Non Fiction
Rob Elliott,2014,4.5,3673,Knock-Knock Jokes for Kids,4.0,Non Fiction
Rob Elliott,2014,4.6,6990,Laugh-Out-Loud Jokes for Kids,4.0,Non Fiction
Rob Elliott,2015,4.5,3673,Knock-Knock Jokes for Kids,4.0,Non Fiction
Rob Elliott,2015,4.6,6990,Laugh-Out-Loud Jokes for Kids,4.0,Non Fiction
Rob Elliott,2016,4.6,6990,Laugh-Out-Loud Jokes for Kids,4.0,Non Fiction
Rob Elliott,2017,4.6,6990,Laugh-Out-Loud Jokes for Kids,4.0,Non Fiction
Robert Jordan,2010,4.8,2282,"Towers of Midnight (Wheel of Time, Book Thirteen)",21.0,Fiction
Robert Munsch,2014,4.8,18613,Love You Forever,5.0,Fiction
Robert Munsch,2015,4.8,18613,Love You Forever,5.0,Fiction
Rod Campbell,2015,4.8,10922,Dear Zoo: A Lift-the-Flap Book,5.0,Fiction
Rod Campbell,2016,4.8,10922,Dear Zoo: A Lift-the-Flap Book,5.0,Fiction
Rod Campbell,2017,4.8,10922,Dear Zoo: A Lift-the-Flap Book,5.0,Fiction
Rod Campbell,2018,4.8,10922,Dear Zoo: A Lift-the-Flap Book,5.0,Fiction
Roger Priddy,2014,4.7,17323,First 100 Words,4.0,Non Fiction
Roger Priddy,2015,4.7,17323,First 100 Words,4.0,Non Fiction
Roger Priddy,2016,4.7,17323,First 100 Words,4.0,Non Fiction
Roger Priddy,2017,4.7,17323,First 100 Words,4.0,Non Fiction
Roger Priddy,2018,4.7,17323,First 100 Words,4.0,Non Fiction
Ron Chernow,2016,4.8,9198,Alexander Hamilton,13.0,Non Fiction
Rupi Kaur,2016,4.7,17739,Milk and Honey,8.0,Non Fiction
Rupi Kaur,2017,4.7,5487,The Sun and Her Flowers,9.0,Non Fiction
Rupi Kaur,2017,4.7,17739,Milk and Honey,8.0,Non Fiction
Rupi Kaur,2018,4.7,17739,Milk and Honey,8.0,Non Fiction
Rush Limbaugh,2013,4.9,7150,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),12.0,Fiction
Rush Limbaugh,2014,4.9,3836,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),12.0,Fiction
Samin Nosrat,2018,4.8,7802,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20.0,Non Fiction
Samin Nosrat,2019,4.8,7802,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20.0,Non Fiction
Sandra Boynton,2016,4.8,5249,The Going-To-Bed Book,5.0,Fiction
Sandra Boynton,2017,4.8,5249,The Going-To-Bed Book,5.0,Fiction
Sara Gruen,2011,4.5,8958,Water for Elephants: A Novel,12.0,Fiction
Sarah Palin,2009,4.6,1636,Going Rogue: An American Life,6.0,Non Fiction
Sarah Young,2011,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sarah Young,2012,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sarah Young,2013,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sarah Young,2014,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sarah Young,2015,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sarah Young,2016,4.9,19576,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),8.0,Non Fiction
Sasha O'Hara,2016,4.6,10369,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),4.0,Non Fiction
Scholastic,2015,4.7,3564,Harry Potter Coloring Book,9.0,Non Fiction
Scholastic,2016,4.7,3503,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,9.0,Fiction
School Zone,2018,4.8,23047,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",6.0,Non Fiction
School Zone,2019,4.8,23047,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",6.0,Non Fiction
Sherri Duskey Rinker,2012,4.9,7038,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",7.0,Fiction
Sherri Duskey Rinker,2013,4.9,7038,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",7.0,Fiction
Sheryl Sandberg,2013,4.5,6132,"Lean In: Women, Work, and the Will to Lead",13.0,Non Fiction
Sheryl Sandberg,2017,4.5,1831,"Option B: Facing Adversity, Building Resilience, and Finding Joy",9.0,Non Fiction
Silly Bear,2019,4.8,6108,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),4.0,Non Fiction
Stephen Kendrick,2009,4.8,1655,The Love Dare,13.0,Non Fiction
Stephen King,2009,4.3,6740,Under the Dome: A Novel,20.0,Fiction
Stephen King,2011,4.6,2052,11/22/63: A Novel,22.0,Fiction
Stephen King,2013,4.5,4748,Joyland (Hard Case Crime),12.0,Fiction
Stephen King,2013,4.7,15845,Doctor Sleep: A Novel,13.0,Fiction
Stephen R. Covey,2009,4.6,9325,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,24.0,Non Fiction
Stephen R. Covey,2011,4.6,9325,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,24.0,Non Fiction
Stephen R. Covey,2012,4.6,9325,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,24.0,Non Fiction
Stephen R. Covey,2013,4.6,9325,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,24.0,Non Fiction
Stephen R. Covey,2015,4.7,4725,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,16.0,Non Fiction
Stephen R. Covey,2016,4.7,4725,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,16.0,Non Fiction
Stephen R. Covey,2017,4.7,4725,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,16.0,Non Fiction
Stephenie Meyer,2009,4.6,5680,New Moon (The Twilight Saga),10.0,Fiction
Stephenie Meyer,2009,4.6,9769,"Breaking Dawn (The Twilight Saga, Book 4)",13.0,Fiction
Stephenie Meyer,2009,4.7,3801,The Twilight Saga Collection,82.0,Fiction
Stephenie Meyer,2009,4.7,5505,Eclipse (Twilight Sagas),12.5,Fiction
Stephenie Meyer,2009,4.7,11676,"Twilight (The Twilight Saga, Book 1)",9.0,Fiction
Steve Harvey,2009,4.6,5013,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",17.0,Non Fiction
Steven D. Levitt,2009,4.5,1583,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",18.0,Non Fiction
Stieg Larsson,2009,4.4,10559,The Girl with the Dragon Tattoo (Millennium Series),2.0,Fiction
Stieg Larsson,2009,4.7,7251,The Girl Who Played with Fire (Millennium),16.0,Fiction
Stieg Larsson,2010,4.4,10559,The Girl with the Dragon Tattoo (Millennium Series),2.0,Fiction
Stieg Larsson,2010,4.7,7251,The Girl Who Played with Fire (Millennium Series),9.0,Fiction
Stieg Larsson,2010,4.7,7747,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),14.0,Fiction
Stieg Larsson,2011,4.7,7747,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),14.0,Fiction
Susan Cain,2012,4.6,10009,Quiet: The Power of Introverts in a World That Can't Stop Talking,20.0,Non Fiction
Susan Cain,2013,4.6,10009,Quiet: The Power of Introverts in a World That Can't Stop Talking,7.0,Non Fiction
Suzanne Collins,2010,4.5,26741,Mockingjay (The Hunger Games),8.0,Fiction
Suzanne Collins,2010,4.7,22614,Catching Fire (The Hunger Games),11.0,Fiction
Suzanne Collins,2010,4.7,32122,The Hunger Games,14.0,Fiction
Suzanne Collins,2011,4.5,26741,Mockingjay (The Hunger Games),8.0,Fiction
Suzanne Collins,2011,4.7,22614,Catching Fire (The Hunger Games),11.0,Fiction
Suzanne Collins,2011,4.7,32122,The Hunger Games (Book 1),8.0,Fiction
Suzanne Collins,2011,4.8,16949,The Hunger Games Trilogy Boxed Set (1),30.0,Fiction
Suzanne Collins,2012,4.5,26741,Mockingjay (The Hunger Games),8.0,Fiction
Suzanne Collins,2012,4.7,22614,Catching Fire (The Hunger Games),11.0,Fiction
Suzanne Collins,2012,4.7,32122,The Hunger Games (Book 1),8.0,Fiction
Suzanne Collins,2012,4.8,16949,The Hunger Games Trilogy Boxed Set (1),30.0,Fiction
Ta-Nehisi Coates,2015,4.7,10070,Between the World and Me,13.0,Non Fiction
Ta-Nehisi Coates,2016,4.7,10070,Between the World and Me,13.0,Non Fiction
Tara Westover,2018,4.7,28729,Educated: A Memoir,15.0,Non Fiction
Tara Westover,2019,4.7,28729,Educated: A Memoir,15.0,Non Fiction
Tatiana de Rosnay,2010,4.6,3619,Sarah's Key,10.0,Fiction
The College Board,2010,4.4,1201,The Official SAT Study Guide,40.0,Non Fiction
The College Board,2011,4.4,1201,The Official SAT Study Guide,40.0,Non Fiction
The College Board,2012,4.4,1201,The Official SAT Study Guide,40.0,Non Fiction
The College Board,2013,4.4,1201,The Official SAT Study Guide,40.0,Non Fiction
The College Board,2014,4.4,1201,The Official SAT Study Guide,40.0,Non Fiction
The College Board,2016,4.3,807,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",36.0,Non Fiction
The Staff of The Late Show with,2018,4.6,6669,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,12.0,Non Fiction
The Washington Post,2019,4.6,2744,The Mueller Report,12.0,Non Fiction
Thomas Campbell,2011,4.7,4633,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,21.0,Non Fiction
Thomas Piketty,2014,4.5,2884,Capital in the Twenty First Century,28.0,Non Fiction
Thug Kitchen,2014,4.6,11128,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),23.0,Non Fiction
Thug Kitchen,2015,4.6,11128,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),23.0,Non Fiction
Thug Kitchen,2016,4.6,11128,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),23.0,Non Fiction
Thug Kitchen,2017,4.6,11128,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),23.0,Non Fiction
Timothy Ferriss,2011,4.3,4587,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",21.0,Non Fiction
Timothy Ferriss,2017,4.6,4360,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",21.0,Non Fiction
Tina Fey,2011,4.3,5977,Tina Fey: Bossypants,12.0,Non Fiction
Todd Burpo,2011,4.7,15779,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,10.0,Non Fiction
Todd Burpo,2012,4.7,15779,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,10.0,Non Fiction
Tony Hsieh,2010,4.6,1651,"Delivering Happiness: A Path to Profits, Passion, and Purpose",15.0,Non Fiction
Tucker Carlson,2018,4.8,3923,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,16.0,Non Fiction
Veronica Roth,2013,3.9,6310,Allegiant,13.0,Fiction
Veronica Roth,2013,4.6,27098,Divergent,15.0,Fiction
Veronica Roth,2014,4.5,17684,Divergent / Insurgent,6.0,Fiction
Veronica Roth,2014,4.6,27098,Divergent,15.0,Fiction
W. Cleon Skousen,2009,4.8,1680,The 5000 Year Leap,12.0,Non Fiction
Walter Isaacson,2011,4.6,7827,Steve Jobs,20.0,Non Fiction
Walter Isaacson,2012,4.6,7827,Steve Jobs,20.0,Non Fiction
Walter Isaacson,2017,4.5,3014,Leonardo da Vinci,21.0,Non Fiction
William Davis,2012,4.4,7497,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",6.0,Non Fiction
William Davis,2013,4.4,7497,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",6.0,Non Fiction
William P. Young,2009,4.6,19720,The Shack: Where Tragedy Confronts Eternity,8.0,Fiction
William P. Young,2017,4.6,19720,The Shack: Where Tragedy Confronts Eternity,8.0,Fiction
Wizards RPG Team,2017,4.8,16990,Player's Handbook (Dungeons & Dragons),27.0,Fiction
